s1_id,other_id,other_source,s1_name,other_name,s1_address,other_address,s1_country,other_country,label
S1-926893475,S3-820775116,S3,World Institute LLP,Dr World  Institute LLP,"626 Bazaria Sharki-2, Bazaria Shark, Ghaziabad, Uttar Pradesh","#626 Bazaria Sharki-2, Bazaria Shark, Hardoi, Ghaziabad, उत्तर प्रदेश",India,India,1
S1-333959583,S2-166677440,S2,Digital Properties Private Limited,Nexus Traders Pvt. Ltd,"Shop No.6, Shri Balaji Kripa, Sector 20, Khargar, Navi Mumbai, Mumbai City, Maharashtra","16RD FLOOR, H. NO - 123, SECTOR - 8L BAHADURPUR HOUSING COLONY, PATNA, Bihar",India,India,0
S1-653663675,S3-722344818,S3,Vikky Moore Stores,Wright Zhejiang,"2407 Wesley Avenue, Royse City, TX","03512 Wynne Street, Little Rock, Arkansas",US,US,0
S1-395024443,S3-698529090,S3,Shyam Foods Private Limited,इनोवेटिव इंडस्ट्रीज प्राइवेट लिमिटेड,"Unit No.218, Brigade Metropolis Arcade, Bangalore North, Bangalore, Karnataka","No 144 Kuber Naveen Mandi Sthal, Govindpuram, Razapur, UP",India,India,0
S1-860792123,S2-67982977,S2,Good Shyam Hospitality Private Limited,ಫಸ್ಟ್ ಫೈನಾನ್ಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,"S 24/1-2, Tajpur, Pahadpur, Varanasi, Uttar Pradesh","#4, BANGALORE NORTH, BANGALORE, ಕರ್ನಾಟಕ",India,India,0
S1-314295549,S3-527038335,S3,Kangaroo Sangh,Kangaroo Sángh,"225 C A J C Bose Road, Kolkata, Calcutta, West Bengal","#225 C A J C Bose Road, Kolkata, Barrackpur, WB",India,India,1
S1-47026770,S3-453973674,S3,Win Vision Pvt Ltd,OAD Estate Private,"C/O. Jago Mehta S/O. Jaldhari Mehta, Vill Bishunpur, Tola Bishunpur, Panch Jhala Dumri, Block Saraigarh, Bhaptiyahi, Supaul, Supaul, Saharsa, Bihar","H.no 3B M M Feeder Road, North 24 Parganas, WB",India,India,0
S1-628900946,S3-592341609,S3,KOI Transport Pvt Ltd,Koitransport.Com,"B-52, G.F., Street No. 7, West Guru Angad Nagar, Laxmi Nagar, Delhi, East Delhi, Delhi","B-52, G.f., Street No. 7, West Guru Angad Nagar, Laxmi Nagar, Delhi, East Delhi, DL",India,India,1
S1-123114392,S2-814240365,S2,Bombay United Products Private Limited,Limited Agriculture Private Cénter,"Gotala Gram, Ranaga Bazar, Khurda, Khordha, Orissa","DOOR NO 4-28, CHENNAI, K G RETREAT, Tamil Nadu",India,India,0
S1-847232596,S2-487723766,S2,Granite LLC,Physical Therapy Global Health,"4017 Springhill Rd, Saint Matthews, KY","2264 CR 591, TIFFIN, OH",US,US,0
S1-319421884,S2-278013614,S2,Mable Lin Association LLC,Goldi Trinidad Center,"19612 Telegraph Springs Road, Loudoun County, VA","7556 TEAGUE ROAD, HANOVER CITY, MD",US,US,0
S1-615613820,S3-454148625,S3,Richa & Brothers Group,Dr richabrothersgroup.com,"S.No.54/3-B, Melakkal Main Roadkochadai, Madurai, Tamilnadu, Tamil Nadu","Madurai, S.no.54/3-b, Tamilnadu, TN",India,India,1
S1-998844845,S2-571538843,S2,Rocha & Morales Inc,Colonial Center Trading,"252 Green River Lane, Campbellsville, KY",,US,US,0
S1-84535310,S3-402260538,S3,West National Braves LLC,West Nati0nal Braves LLC,"286 Carnation Avenue, Floral Park, NY","Floral Park, 286 Carnation Ave, New York",US,US,1
S1-221158676,S2-833587325,S2,Mushahari Farms Co,JET LIMITED CLOUD - 3827802399,"At Binda, Mushahari, Muzaffarpur, Bihar","FIRST FLOOR 32, MERTO PLAZA, CITI MARKET NEAR MC PARK, LOHGARH ROAD, ZIRAKPUR, ਪੰਜਾਬ",India,India,0
S1-543218370,S2-629584658,S2,Kramer Anchor Robotics LLC,Bright Bakery  LLC,"10 Haynes Court, Unit 1, Leominster, MA","#1422 SIMPSON STREET, SAINT PAUL, MN",US,US,0
S1-210394071,S2-869056925,S2,Hadoti Group of Companies,Had0ti Group of Companies,"D.No:19-599 Rani Nagar, Old Town, Anantapur, Andhra Pradesh","D.NO:19-599 RANI NAGAR, OLD TOWN, ANANTAPUR, Andhra Pradesh",India,India,1
S1-902727382,S2-534642557,S2,LP Reality Limited,Vadodara Énterprises Pvt Ltd,"13, 2Nd Floor, Gopalakrishna Nilaya, Bangalore North, Bangalore, Karnataka","C-4, SUNFLOER SOCIETY DIWALIPURA, VADODARA, Gujarat",India,India,0
S1-735884110,S2-805154774,S2,Big Hair Studio LLC,Big Hair Studio LLC Center,"110 Broken Branch Court, Smyrna, TN","110 BROKEN BRANCH CT, SMYRNA, TN",US,US,1
S1-573808035,S3-451694191,S3,Bharat Consumer,Umbradeltakelo,"110, 1St Floor, Plot No. 214, Raheja Centre, Free Press Journal Marg, Nariman Point, Mumbai, Mumbai City, Maharashtra","110, 1St Floor, Plot No. 214, Raheja Centre, Free Press Journal Marg, Nariman Point, Mumbai, Mumbai City, महाराष्ट्र",India,India,1
S1-978680182,S3-684030808,S3,North Safe LLC,"emig all payment, ltd","150 Mcclelland Lane, New Edinburg, AR","1083 Pennington Loop, Coupeville, Washington",US,US,0
S1-771398496,S3-100271278,S3,Creative Producer Private Limited,સધર્ન હેલ્થકેર પ્રાઇવેટ લિમિટેડ,"C/O Ajmatkha Pathan, H.No. 986, Gurudev Nagar, Teosa, Amravati, Maharashtra","Udhna, ગુજરાત, Opp. Tera Panth Bhavan, Near South Zone Office, Pl 13A Mira Nagar, Surat City",India,India,0
S1-606879654,S3-613537377,S3,"Pediatric Dentistry Partners, Inc",Eyeptr.Com,"15732 60th Street, Town Of Cooks Valley, WI","520 Flint St, Rock Hill, South Carolina",US,US,0
S1-120630293,S3-232987153,S3,Subhratri Works Private Limited,सनराइज इम्पेक्स फूड्स लिमिटेड,"7A Kiran Shankar Roy Road, Kolkata, Howrah, West Bengal","Thane, 17 Saroj Sadan Chs Ltd, MH, Thane, Talaopali",India,India,0
S1-720045691,S2-804771849,S2,M & W Agricultural,Nexex Ltd,"1163 Rancho Vista Lane, Santa Paula, CA","002068 AVENIDA VISTA DEL MONTE, CITY OF SIMI VALLEY, CA",US,US,0
S1-214852530,S2-979322804,S2,Modern Legacy Wellness Inc,Corp Advanced Rapid Biotechnologies,"6020 Tonkowa Trail, Georgetown, TX","560- PARK VIEW TRAIL, SOLVANG, CA",US,US,0
S1-982235804,S2-347112949,S2,Dadri Indiaprivate Private Limited,GLADIOLUS SERVICES PRIVATE SHAKTI LIMITED,"102 A First Floor, Sec-53, Kanchanjunga Block B, Dadri, Gautam Buddha Nagar, Uttar Pradesh","MUMBAI VASHI, Maharashtra, THANE, BHARAT SHATRUGHAN, COMMERCIAL COMPLEX, B/1O7B",India,India,0
S1-865964830,S2-843821731,S2,Holly Springs Select LLC,Crist Prairie Óxford LLC,"209 Echo Hills Court, Holly Springs, NC","758 MILLSTREAM DR, TAYLOR MILL, KY",US,US,0
S1-854569321,S2-691934660,S2,Peridara Short,Rubin Ddta-Telephone,"15803 Elk Park Lane, Houston, TX","N9048 FOX FARM ROAD, TRIPOLI, WI",US,US,0
S1-466378732,S2-678554313,S2,Devendra Exim Pvt. Ltd.,तिरुपति लाइफ बिल्डर्स प्राइवेट लिमिटेड,"Haryana, Upwan Ph2, Npv, Plot No. U8, Gurgaon, Palam Vihar","B 401 SHREE RAM ARCADE PLOT NO 30 31 32 KAMOTHE SECTOR 20, RAIGARH, NAVI MUMBAI, महाराष्ट्र",India,India,0
S1-645494295,S2-35543608,S2,Straight Edge Auto Body LLC,Richardson's Paftnsr Partners,"1003 Prestwick Lane, Milford, OH","OK, #10219 FLORENCE AVE, TULSA",US,US,0
S1-47159174,S3-56381043,S3,HCZ Allied Science,"Woods, Madlin, L.C.S.W. Ltd","28 Stokley Cove, Jackson, TN","3082 Sheaser Way, Dupont, Washington",US,US,0
S1-456369587,S2-700787113,S2,Agro Brainy Creations Private Limited,AGRO BRAINY CRÉATIONS PRIVATE LIMITED,"House No 6210, Samarth Nagar, At And Post Mohol, Mohol, Solapur, Maharashtra","HOUSE NO 621, SAMARTH NAGAR, AT AND POST MOHOL, MOHOL, Maharashtra",India,India,1
S1-60006377,S3-869353992,S3,Premsagar (India) Marketing Pvt Ltd,Premsagar (India) Marketing Pvt Limited,"House No. 152, Nashik, Karanjali, Karanjali Nashik, Peint, Maharashtra",,India,India,1
S1-333577211,S2-487394166,S2,Indian Picture Private Limited,Maa Public School Public Limited,"C/O-Nawab Ali Khatri, Station Road Khatriyo Ki Guwadi, Makrana, Nagaur, Rajasthan","NO 308 , 3RD FLOOR, TRISHLA APARTMENT, B/H. AMBIKA NIKETAN BUS STAND, ATHWALINE, S, SURAT, Gujarat",India,India,0
S1-261589779,S3-68663569,S3,VTL Advertising Private Limited,JFF Food Pmivae Limited,"Flat No.304, Sai Ram Residency, Quthbullapur Mandal, Hyderabad, Telangana","No 73 H No, Hgkghyhf, Shaikpet, Hyderabad, TG",India,India,0
S1-222038049,S3-944615171,S3,Gharana Enterprises Limited,Gharana Enterprises,"Flat No. 703, H2, Ivy Estate, Nia Haveli, Haveli, Pune, Maharashtra",,India,India,1
S1-852378022,S3-362762277,S3,Bureau of Health Inc,Bureau Of Health Inc,"753 Jamerison Road, Longview, TX","53 Jamerison Rd, Longview, Texas",US,US,1
S1-343210766,S2-141344906,S2,STA Desert Braves L.L.C.,Summit Cannabis LLC,"7333 6th Avenue, Unit #2, Tacoma, WA","7201 TRULEIGHT CHURCH ROAD, PMB 3123, MINT HILL, NC",US,US,0
S1-240779101,S3-648999624,S3,Sai Nursing Home,Mr Sai Home [Center],"A-123, Sector 3, Greater Noida (West), Noida, Gautam Buddha Nagar, Uttar Pradesh","A-12, Sector 3, Greater Noida (West), Noida, Gautam Buddha Nagar, UP",India,India,1
S1-944969389,S3-297836016,S3,Velez Deutsche Inc,[Incorporated] Stevens Management,"Hoffman Estates, 1285 Sumac Trail, IL","NEW TOWN CDP, 194 Chief Drags Wolf Ave, North Dakota",US,US,0
S1-904169182,S2-868032512,S2,Behavioral Health Diamond Group PLLC,"A QUALITY ONEIM, LLC","198 Private Road 4819, Kempner, TX","01213 GLENSHANNON ROAD, MATHTEWS, NC",US,US,0
S1-557621159,S3-143833513,S3,Longview (India) Ayurveda Private Limited,Bombay-Industries LLP,"No 05 1St Floor Rk Layout, Maragondanahalli, Bangalore North, Bangalore, Karnataka","Sr.no.31/4 Near Raigad Banglow Choudh, Pune, MH",India,India,0
S1-9347624,S2-6904808,S2,Azure & Co Private Limited,vfoundation.com,"I-28 F/F Kh No-1 Etc/69, Gali No10 To12, Brahampuri, East Delhi, Delhi","LAXMI NIVAS, DHARWAD, Karnataka",India,India,0
S1-2771685,S2-312282730,S2,United Consultants Private Limited,यूनाइटेड कंसल्टेंट्स प्राइवेट लिमिटेड,"112, Ram Vihar, Delhi","112, DELHI, RAM VIHAR",India,India,1
S1-336994845,S3-283352827,S3,Highland Total Fashion Clinic,Highland Total,"3 B Research Road, Greenbelt, MD","3 B Research Road, Greenbelt, Maryland",US,US,1
S1-90272347,S2-66313250,S2,Haralson Pharmaceutical,HARALSON (PHARMACEUTICAL),"524 Rockaway Boulevard, Rio Rancho, NM","524 ROCKAWAY BOULEVARD, RIO RANCHO, NM",US,US,1
S1-991858974,S3-121211704,S3,Miller & Hicks,Olanan Archimedes,"16800 27th Avenue, Unit UNIT G142, Marysville, WA","##9 Cedar Avenue, Staten Island, New York",US,US,0
S1-926904341,S3-147785835,S3,Heritage Initiative,Heartland Prime  Short,"25 Mystique Lane, CT, Cromwell","1154 Loma Verde Drive, Brownsville, Texas",US,US,0
S1-247054658,S2-869236514,S2,Morrow Reliable Gas LLC,"Edmonds, Brown Willock LLC","3726 Holman Street, Portland, OR","NY, DEPOSIT, 11 DUBLIN STREET",US,US,0
S1-929504899,S3-101613937,S3,Almira's Appliance,Almira's Appliance,"2009 Gann Hill Drive, Cedar Park, TX","2009. Gann Hill Dr, Cedar Park, Texas",US,US,1
S1-268418161,S2-996165865,S2,Phoebe's Insurance,Grinstead Strategic Consolidated [Group],"9320 27th Street, Independence, MO","221 SAINT CLAIR STREET, STAUNTON CPD, VA",US,US,0
S1-950400732,S3-598127626,S3,Mcgee Grand Giant,Mcgee Grand Giant Corporation,"9620 Greenview Drive, Fl 0, Saint Louis, MO","09620 Greenview Dr, Fl 0, Saint Louis, Missouri",US,US,1
S1-246399652,S3-348288184,S3,Green Systems Private Limited,Dbl Brothers Prívate Limited,"E-24-25 Block-E, Vikas Nagar, Delhi, West Delhi, Delhi","C-9/9, Sector-5, Rohini Near Monday Market, Delhi, New Delhi, DL",India,India,0
S1-382758885,S2-63486806,S2,Pinder Constellation,Advanced Robotics Global Llc,"222 Rustic Hill Lane, Amherst, OH","416 K ST, LIVINGSTON, MT",US,US,0
S1-919990895,S2-105930885,S2,Trasevue Mercury-Schaghticoke,Blue Choice States Holdings,"Schaghticoke, NY, 18 Matthew Drive","5814-5818 GRANT AVENUE, CARMICHAEL, CA",US,US,0
S1-686305609,S2-392994785,S2,Twisted Coffee Inc,Darda Rodriguez-Five [Clinic],"3507 Paxson Street, Missoula, MT","4990 MISTY BAY DR, DULUTH, MN",US,US,0
S1-719333259,S2-656572825,S2,TOD Management Public Limited,BAT Publicity Company,"393/394/3Rt, Pent House Maruthi Hights, Near Axis Bank, S R Naga, R, Hyderabad, Telangana","BLOCK G-733 PLOT NO. F-511, C.D.A-6, NEAR UNION BANK, BIDANASI, CUTTACK SADAR, ଓଡ଼ିଶା",India,India,0
S1-85099100,S3-259461107,S3,GE Ridge Intelligence,Metropolitan [Network],"W7450 33, Town Of Fort Winnebago, WI","Evansville, Indiana, 2635 Villa Dr",US,US,0
S1-862166528,S3-797146647,S3,Anaswara Traders Company,Veonex,"Plot No-604 Satyabhamapur, Ranga Bazar Petrol Pump 4, Bhubaneswar, Khordha, Orissa","Plot No-604 Satyabhamapur, Ranga Bazar Petrol Pump 4, Bhubaneswar, Khordha, Orissa",India,India,1
S1-26385287,S2-571240682,S2,Mkb Acting Private Limited,प्राइम ग्रेट इन्वेस्टमेंट प्राइवेट लिमिटेड,"106, K-5-C Chand Bihari Nagar Khatipura Road, Jaipur, Rajasthan","M ##4 G FGREATER KAILASH II, NEW DELHI, SOUTH DELHI, Delhi",India,India,0
S1-974851129,S2-299026052,S2,"Coyne, Shanna P., Ph.D., M.D., P.C.",Thomas Pioneer Inc Center,"5229 1250, North Manchester, IN","7608  WOODYARD ROAD, CLINTN, MD",US,US,0
S1-400227721,S3-410532384,S3,"Singh, Hildebrand & Love Real LLC",Peogaric Group,"VA, Newport News City, 1347 William Styron Square","568B Peakham Rd, Sudbury, Massachusetts",US,US,0
S1-458664532,S3-417070341,S3,Grochowski Opendoor,Catlee Maguire House Corp.,"633 Buzzard Lake Trail, Fort Worth, TX","33781 1/2 Mckenny Pl, Yucaipa, California",US,US,0
S1-893443779,S2-518766632,S2,Lyons Continental Innovative Inc,Lyons Continental lnnovative Inc,"49 Landing Point, Dadeville, AL","DADEVILLE, AL, 49 Landing Point",US,US,1
S1-988733794,S2-905037135,S2,"Laex, Inc","Duford, Anderson & Jones Corp","28 Pleasant Street, Unit 5, Southbridge, MA","KS, 1326 105ST ROAD, YATES CENTER",US,US,0
S1-22729877,S3-306707660,S3,Behavioral Health Grand Center LLC,behavioralhealthgrand.com,"7 Patton Avenue, Unit 804, Asheville, NC","7 Patton Ave, Asheville, North Carolina",US,US,1
S1-126606354,S2-606782010,S2,Welcome (india) Private Limited,Welcome (india)  Private Limited,"E-67 Foundry Nagar, Agra, Uttar Pradesh","E-67 FOUNDRY NAGAR, AGRA, Uttar Pradesh",India,India,1
S1-653308659,S2-705765684,S2,Cascade Perfect LLC,Fancy King-Starry Greater,"2127 Callahan Drive, Forney, TX","537-A SMITH VILLAGE DRIVE, WYNNE, AR",US,US,0
S1-339775883,S3-613887260,S3,Sullivan Concord LLC,Ivenial LLC Partners,"15337 150th Street, Unit LOT 85, Cassoday, KS","00605 George Street, Arcanum, Ohio",US,US,0
S1-268758451,S2-565937186,S2,QI Entertainment Private Limited,राम आईटी टेक्नोलॉजीज प्राइवेट लिमिटेड,"C/O Sh P D Agarwal, S/O Sh Rameshwar Lal 23-634, Blue Castle, Ajmer (Mcl), Ajmer, Rajasthan","DOOR NO 32 C/O MITHILESH PRASAD, VILL-RAFIGANJ NP, TOLA-NEW AREA PANCH-RAFIGANJ NP, BLOCK, AURANGABAD, Bihar",India,India,0
S1-936617854,S3-245729289,S3,Total Cohen LLC,Quocalo a/k/a Total Cohen LLC,"602 Nathan Boulevard, Unit 307, Belmont, NC","602 Nathan Boulevard, Unit 307, Belmont, NC",US,US,1
S1-937192286,S3-586019270,S3,Baer Companies LLC,baercompanies.com,"7845 Miracle Lane, North Richland Hills, TX","07845 Miracle Ln, Texas, North Richland Hills",US,US,1
S1-448886667,S2-753679075,S2,Unique Agro LLP,Smt Nkd Home Pvt Ltd Services,"House No. 56, W.No. 20, Aulakh Mohalla, Mansa, Punjab","C/O.P.M.KULKARNI, WARD NO.29, NATH PLOT MAKRAND APARTMENT, NANDURA ROAD, KHAMGAON, BULDHANA, Maharashtra",India,India,0
S1-566934362,S3-770328641,S3,Saraswati Clinic,Aol & Brothers Private,"R H No. A, P No. 33, G No. 42/4, Aditya Residensy, Sainik Co, Aurangabad, Maharashtra","दिल्ली, 3/2, Niketan), Divreportingcircle",India,India,0
S1-645638585,S3-460481378,S3,Ferriq Wave LLC,"Simona-D. Wallace,","6317 Sendero Hills Parkway, Austin, TX","194-50- 113 Ave, ST. Albans, New York",US,US,0
S1-336780188,S3-828706255,S3,Martinez Architecture,Valley Ácademy,"25 William T Morrissey Boulevard, MA, Unit 47, Boston","Utica Avenue, Lubbock, Texas",US,US,0
S1-352067956,S3-50385372,S3,Colonial Computing,"Inc Scott, Gríffis & Wells","3722 25th Court, Des Moines, IA","San Marcos Drive, Halls Crossroads, Tennessee",US,US,0
S1-700740781,S3-791749410,S3,Jai Electricals Limited,Mr Nirmala Prix  Prhvate Limited,"C/504, 5Th Floor Oxford Society Green Wood Complex G B Road, Thane, Maharashtra","Door No 54/A, Vri-cud Main Rd, Virudhachalam Taluk, Central Region Trichirapalli, Cuddalore, TN",India,India,0
S1-290035218,S3-415655120,S3,Dynamic Blue Athene LLC,LLC Dynamic Blue Athene,"500 Harrison Drive, Bldg K, City Of Wilson, NC","Wilson, North Carolina, 500 Harrison Dr",US,US,1
S1-419912273,S2-929139464,S2,Kaveranth Engineering Limited,KAVERANTHENGINEERING.COM,"Thoothukkudi, 44B T.Ramasamy Street, Tamil Nadu, Thoothukudi","#44B. T.RAMASAMY STREET, THOOTHUKKUDI, Tamil Nadu",India,India,1
S1-786394546,S2-423325603,S2,Crystal Arcelormittal LLC,Horizon Cloud Brands Group,"193 Orchid Road, Hempstead, NY","342 SHELTON TURNER RD, AR, LAKE VILLAGE",US,US,0
S1-560765206,S2-852172607,S2,Palus Parks Private Limited,Palus Padamls Private Limited #2070,"736, Wadekar Building, Ganpati Peth, Opp Mangeshkar Natya Griha, Pethbhag, Miraj, Palus, Sangli, Maharashtra","36, WADEKAR BUILDING, GANPATI PETH, OPP MANGESHKAR NATYA GRIHA, PETHBHAG, MIRAJ, PALUS, Maharashtra",India,India,1
S1-633432424,S3-623267476,S3,"Memorial Trust, Inc",Leavitt Global Sony Llc,"2312 Eagle Court, Independence, MO","1430 Jonathan Way, Amlber CITY, Pennsylvania",US,US,0
S1-180855315,S3-629808669,S3,Holy Baptist Church Inc,Liberty Ltd Copley,"1025 Little Sorrel Road, Hixson, TN","New Mexico, Rio Rancho, 3429- Pachmann Rd",US,US,0
S1-312295924,S3-451152706,S3,Hogan Horse of Burnsville LLC,Patriot Delta Clinic First,"905 155th Street, Burnsville, MN","Washington, 900 Okanogan Avenue, Wenatchee, PMB 4694",US,US,0
S1-700679246,S2-307813848,S2,Laxmi Foundation Co,Shri Laxmi Fóundation Co,"4Th Floor, Office No. 407, Loha Bhauvan, Plot No. 3 & 4, P.D. Mello Road, Mumbai, Mumbai City, Maharashtra","Maharashtra, #4TH FLOOR, OFFICE NO. 407, LOHA BHAUVAN, PLOT NO. 3 & 4, P.D. MELLO ROAD, MUMBAI",India,India,1
S1-252485274,S3-781798957,S3,Lethia Hite Royal Fuels Partners,Lethiahiteroyal.Com,"1713 Moreland Avenue, Baltimore, MD","1713- Moreland Avenue, Baltimore, Maryland",US,US,1
S1-920899589,S3-956816016,S3,East Quartzsea LLC,Lucky Diner Llc,"6418 Jesse Jackson Avenue, Fl 0, Saint Louis, MO","10 Alabaster Lane, Frederick County, Virginia",US,US,0
S1-595155229,S3-867157731,S3,GL Pacific Offshore,Janenna Green Tribeca Inc.,"435 305, Poteet, TX","Texas, 1403 Ashgey Dr, Nolanville",US,US,0
S1-380419937,S2-246170137,S2,Neila's Tri-State Pharmaceuticals,Center Apex LLC,"4619 Carlow Road, Mound, MN","GLENDALE, 723 CAVALIER DR, AZ",US,US,0
S1-606265557,S2-680043252,S2,Infinite Trading Pvt Ltd,ਗੋਲਡ ਐਗਰੋ ਪ੍ਰਾਈਵੇਟ ਲਿਮਟਿਡ,"1980/P2, Nr. Shree Vinayak Cold Storage, Malataj Road, Changa, Petlad, Anand, Gujarat","AMRITSAR, PLTO 211. 5, Punjab, AMRITSAR, MULECHAKK",India,India,0
S1-58799092,S2-547364899,S2,Tirupati Solutions Pvt Ltd,तिरुपति सॉल्यूशंस प्रा. लि.,"1-118, Lynron Apt Chs Ltd, Gaondevi Road, Poisar, Kandivali West, Mumbai, Maharashtra","LYNRON APT CHS LTD, GAONDEVI ROAD, POISAR, C-1-118, KANDIVALI WEST, Maharashtra",India,India,1
S1-397445983,S3-215133933,S3,Jai Foundation,Limited Classic Perfect Private Partners,"Apartment No. 8C, Block 3, Asset Homes Signature, Thiruvananthapuram, Thiruvananthapuram, Trivandrum, Kerala","Complex No. G/7, Cts No. 4142J/1, Near Magadum School, S R Heights Building, Nidasoshi Road, Hukeri, Belgaum, KA",India,India,0
S1-37349402,S3-118379357,S3,Latrina Smith Capital Berto LLC,Classicsoftware.Com,"109 Summit St, Dalton, MN","2141 Lake View Dr, Saratoga Springs, Utah",US,US,0
S1-825061190,S2-899778644,S2,Eye First Associates Inc,"BOWMAN, MIN MIN & GARRETT LLC","85 Center Street, Unit 1, Pittsfield, MA","##1750 N STREET, WASHINGTON CITY, DC",US,US,0
S1-621194840,S2-906965914,S2,A Supreme Restaurants Inc,A Supreme Restaurants Inc,"7037 Fern Avenue, Portland, OR","7037 FERN AVE, N/A, PORTLAND, OR",US,US,1
S1-469825314,S2-59986388,S2,Abney John of Ogden,Optdyne,"Ogden, 3222 2825, UT","211. COOK STREET, BROOKLYN, NY",US,US,0
S1-430004639,S3-868402681,S3,Dynamic Management Private Limited,Mr Vedant Bróthers Pvt Ltd,"Door No 58 A, First Floor North Veli Street, Madurai, Tamil Nadu",,India,India,0
S1-775899823,S3-761418336,S3,Atithi Public School,Royal Green (India) Private,"Kozhikode, G-1003, Hilite, Business Park, Hilite City, 2/1149 Aa1, Kozhikode, Kerala","207., East Delhi, DL",India,India,0
S1-870608695,S3-15356405,S3,Lucky Massage,Jones,"2550 1st Avenue, Town Of Campbell, WI","VA, Virginia Beach City, 1322 -102 Skyhawk Circle",US,US,0
S1-352319627,S3-333891529,S3,"DGV Apex Biopharmaceuticals, LLC","Dgv Apex Biopharmaceuticals, Llc","891 Ingleside Avenue, Unit 402, Columbus, OH","91 Ingleside Avenue, <NULL>, Columbus, Ohio",US,US,1
S1-403784673,S3-9027629,S3,Lake Villa Vision Elite Clinic,Interstate Charities LLC,"1406 Benton Road, Lake Villa, IL","1701 Bell Boulevard, # 901, Cedar Park, Texas",US,US,0
S1-133245310,S2-246233256,S2,Nba Syncotex Private Limited,Chennai Limited Public Real,"4-B, Flr-1, Plot-315/321A, Khalil Manzil Abdul Rehman Street, Crawford Mkt, Mandvi, Mumbai, Mumbai City, Maharashtra","NO./8 , SANGODHI AMMAN KOVIL STREET, KELAKOTTIYUR KELAMBAKKAM TO VANDALUR MAIN ROAD, CHENNAI, தமிழ்நாடு",India,India,0
S1-411454836,S2-864061901,S2,Cosmic Clinic LLP,Shaikpet (Technologies),"Bhiwandi, Maharashtra, Thane, H No 1076/22 New Maoji Compound Narpoli","UNIT NO203 2 FLOOR SUITE, 243SBR CV TOWER SEC-1, SHAIKPET, Telangana",India,India,0
S1-811565712,S2-743446935,S2,Digital Black Software Private Limited,டிஜிட்டல் பிளாக் சாஃப்ட்வேர் பிரைவேட் லிமிடெட்,"Chennai, No:3, Adambakkam, Tamil Nadu, Shanthi Nagar First Street","NO G-290 NO:3, ADAMBAKKAM, CHENNAI, Tamil Nadu",India,India,1
S1-399127091,S3-868597077,S3,Continental Chiron LLC,Continental Chiron,"1508 Flannagan Po Road, Forney, TX","Texas, Forney, 1508 Flannagan Po Road",US,US,1
S1-140677924,S3-455263881,S3,PBD Publications Private Limited,Shri Kunwar Utility Private-Ltd,"26, 2Nd Floor, 3Rd Main Road, Bangalore North, Bangalore, Karnataka",,India,India,0
S1-216522410,S3-483437640,S3,Ganesh Medical Centre Limited,Vibrant Énrpfrcioses,"C-2/11, Acharya Niketan, Mayur Vihar, Phase-I, Delhi","Flat No C-706 Greenfield Scty Sn 186/1, 17 1/2 Nali, Hadapsar, Pune, MH",India,India,0
S1-277620295,S3-614607435,S3,Global & Sons Company,Fab Services,"6/1, Basement B 2, Jaidev Park, Near Bhagwan Das Nagar, Punjabi Bagh, Delhi, West Delhi, Delhi","Plot No 74, Ramachandrapuram, TG",India,India,0
S1-726879239,S3-62423088,S3,Hudak & Higgins LLC,Abel Select,"31 Furlong Road, Raymond, ME","Missouri, Floor 1, Coumbia, 210 Benton St",US,US,0
S1-509798276,S3-463093564,S3,"Freeney, Lozano and Taylor Solution LLC","Lisette Cóncepcion, DDS LLC","6784 Winrock Drive, Bldg 2, New Albany, OH","3934 1850 Ave, Coal Valley, Illinois",US,US,0
S1-709355029,S2-257864665,S2,South Memorial Trust,ওয়ান ইম্পেক্স মেডিক্যালস,"3562, Gali Than Singh Bazar Sita Ram, Delhi","KOLKATA, MAHENDRA ROY LANE, KOLKATA, HOWRAH, BLOCK F-173 38/T, West Bengal",India,India,0
S1-211996763,S3-677125329,S3,Yu Institute,స్మార్ట్ ఇంపెక్స్ ప్రైవేట్ లిమిటెడ్,"Lgf 64 Devika Chamber, Rajnagar, Ghaziabad, Uttar Pradesh","H.no ##2 - 424, Krishna Nagar, T. Sundupalle Annamayya, Kurnool Region, Cuddapah, AP",India,India,0
S1-766775131,S3-492959582,S3,Pediatric Dental Heritage Partners Inc,selectidea.com,"2275 Santa Ana, AZ, Nogales","330 Pup Hill Rd, Saranac, New York",US,US,0
S1-43626017,S2-998341550,S2,Adams Animal Hospital Corp,Adams Animal Hospital,"11955 Lakeland Park Boulevard, Unit STE 120, St. George City, LA","BATON  ROUGE, LA, 11955 LAKELAND PARK BLVD",US,US,1
S1-699803966,S2-433259130,S2,Silver Chemical Networks LLC,P & O Tbfyo (Corp),"6310 Hoagland Blackstub Road, Cortland, OH","929- FORTUNE STREET, VIRDEN, IL",US,US,0
S1-847038393,S2-426961156,S2,Arts Ministries,THE SCHWING PRAIRIE  ADVANTAGE GROUP,"826 Boxwood Green Drive, Franklin County, VA","757 WILTSIE BRIDGE ROAD, ANCRAM, NY",US,US,0
S1-326029556,S2-419503437,S2,Bell Madison Inc,Caldance Multimeia Inc.,"1446 Rochelle Street, Brownsville, TX","520 MAIN STREET, SAUK CENTRE, MN",US,US,0
